ObjectClassRo,SubtypeRo,FieldRo,DatasetRo,SubtypeCodeRo,FieldAliasRo,Index,mmFSVisible,mmFSEditable,mmFSAllowNulls,mmFSAllowMassAttributeUpdate,DefaultValueRo
EDGIS.SupportStructure,Push Brace,COMMENTS,EDGIS.ElectricDataset,5,Comments,,TRUE,TRUE,TRUE,FALSE,
EDGIS.SupportStructure,Push Brace,CREATIONUSER,EDGIS.ElectricDataset,5,Creation User,,TRUE,FALSE,TRUE,FALSE,
EDGIS.SupportStructure,Push Brace,DATECREATED,EDGIS.ElectricDataset,5,Date Created,,TRUE,FALSE,TRUE,FALSE,
EDGIS.SupportStructure,Push Brace,DATEMODIFIED,EDGIS.ElectricDataset,5,Date Modified,,TRUE,FALSE,TRUE,FALSE,
EDGIS.SupportStructure,Push Brace,LASTUSER,EDGIS.ElectricDataset,5,Last User,,TRUE,FALSE,TRUE,FALSE,
EDGIS.SupportStructure,Push Brace,MAPOFFICE,EDGIS.ElectricDataset,5,Map Office,,FALSE,TRUE,TRUE,FALSE,
EDGIS.SupportStructure,Push Brace,REGION,EDGIS.ElectricDataset,5,Service Area,,FALSE,TRUE,TRUE,FALSE,
EDGIS.SupportStructure,Push Brace,DIVISION,EDGIS.ElectricDataset,5,Division,,FALSE,TRUE,TRUE,FALSE,
EDGIS.SupportStructure,Push Brace,DISTRICT,EDGIS.ElectricDataset,5,District,,FALSE,TRUE,TRUE,FALSE,
EDGIS.SupportStructure,Push Brace,CITY,EDGIS.ElectricDataset,5,City,,FALSE,TRUE,TRUE,FALSE,
EDGIS.SupportStructure,Push Brace,COUNTY,EDGIS.ElectricDataset,5,County,,FALSE,TRUE,TRUE,FALSE,
EDGIS.SupportStructure,Push Brace,ZIP,EDGIS.ElectricDataset,5,ZIP Code,,FALSE,TRUE,TRUE,FALSE,
EDGIS.SupportStructure,Push Brace,GPSLATITUDE,EDGIS.ElectricDataset,5,Latitude,,FALSE,TRUE,TRUE,FALSE,
EDGIS.SupportStructure,Push Brace,GPSLONGITUDE,EDGIS.ElectricDataset,5,Longitude,,FALSE,TRUE,TRUE,FALSE,
EDGIS.SupportStructure,Push Brace,GPSSOURCE,EDGIS.ElectricDataset,5,GPS Source,,FALSE,TRUE,TRUE,FALSE,
EDGIS.SupportStructure,Push Brace,SOURCEACCURACY,EDGIS.ElectricDataset,5,Source Accuracy,,FALSE,TRUE,TRUE,FALSE,
EDGIS.SupportStructure,Push Brace,SAPEQUIPID,EDGIS.ElectricDataset,5,SAP Equipment ID,,TRUE,FALSE,TRUE,FALSE,
EDGIS.SupportStructure,Push Brace,CEDSAID,EDGIS.ElectricDataset,5,CEDSA ID,,FALSE,FALSE,TRUE,FALSE,
EDGIS.SupportStructure,Push Brace,SYMBOLNUMBER,EDGIS.ElectricDataset,5,Symbol Number,,FALSE,FALSE,TRUE,FALSE,
EDGIS.SupportStructure,Push Brace,SYMBOLROTATION,EDGIS.ElectricDataset,5,Symbol Rotation,,TRUE,TRUE,TRUE,FALSE,
EDGIS.SupportStructure,Push Brace,DISTMAP,EDGIS.ElectricDataset,5,Distribution Map,,TRUE,TRUE,TRUE,FALSE,
EDGIS.SupportStructure,Push Brace,OTHERMAP,EDGIS.ElectricDataset,5,Other Map,,FALSE,TRUE,TRUE,FALSE,
EDGIS.SupportStructure,Push Brace,FUNCTIONALLOCATIONID,EDGIS.ElectricDataset,5,Functional Location ID,,FALSE,FALSE,TRUE,FALSE,
EDGIS.SupportStructure,Push Brace,RETIREDATE,EDGIS.ElectricDataset,5,Retire Date,,FALSE,TRUE,TRUE,FALSE,
EDGIS.SupportStructure,Push Brace,FOUNDATIONTYPE,EDGIS.ElectricDataset,5,Foundation Type,,FALSE,TRUE,TRUE,FALSE,
EDGIS.SupportStructure,Push Brace,GAUGE,EDGIS.ElectricDataset,5,Gauge,,FALSE,TRUE,TRUE,FALSE,
EDGIS.SupportStructure,Push Brace,PTTDIDC,EDGIS.ElectricDataset,5,PTTDIDC,,FALSE,TRUE,TRUE,FALSE,
EDGIS.SupportStructure,Push Brace,STRUCTURECODE,EDGIS.ElectricDataset,5,Structure Code,,FALSE,TRUE,TRUE,FALSE,
EDGIS.SupportStructure,Push Brace,SERIALNUMBER,EDGIS.ElectricDataset,5,Serial Number,,FALSE,TRUE,TRUE,FALSE,
EDGIS.SupportStructure,Push Brace,LABELTEXT,EDGIS.ElectricDataset,5,Label Text,,FALSE,FALSE,TRUE,FALSE,
EDGIS.SupportStructure,Push Brace,TEMPEQUIPID,EDGIS.ElectricDataset,5,TEMP Equipment ID,,FALSE,TRUE,TRUE,FALSE,
EDGIS.SupportStructure,Push Brace,TECHIDENTNO,EDGIS.ElectricDataset,5,TECH Identification Number,,FALSE,TRUE,TRUE,FALSE,
EDGIS.SupportStructure,Push Brace,CUSTAGREEMENTGUID,EDGIS.ElectricDataset,5,Customer Agreement GUID,,FALSE,FALSE,TRUE,FALSE,
EDGIS.SupportStructure,Push Brace,DEVICEGROUPGUID,EDGIS.ElectricDataset,5,Device Group GUID,,FALSE,FALSE,TRUE,FALSE,
EDGIS.SupportStructure,Push Brace,SMARTMETERNETWORKDEVICEOID,EDGIS.ElectricDataset,5,Smart Meter Network Device ID,,FALSE,FALSE,TRUE,FALSE,
EDGIS.SupportStructure,Push Brace,CONVERSIONID,EDGIS.ElectricDataset,5,Conversion ID,,FALSE,FALSE,TRUE,FALSE,
EDGIS.SupportStructure,Push Brace,CONVERSIONWORKPACKAGE,EDGIS.ElectricDataset,5,Conversion Work Package,,FALSE,FALSE,TRUE,FALSE,
EDGIS.SupportStructure,Push Brace,REPLACEGUID,EDGIS.ElectricDataset,5,Replace GUID,,TRUE,TRUE,TRUE,FALSE,
EDGIS.SupportStructure,Push Brace,STRUCTUREGUID,EDGIS.ElectricDataset,5,Structure GUID,,FALSE,TRUE,TRUE,FALSE,
EDGIS.SupportStructure,Push Brace,SHAPE,EDGIS.ElectricDataset,5,Shape,,FALSE,TRUE,TRUE,FALSE,
EDGIS.SupportStructure,Push Brace,GLOBALID,EDGIS.ElectricDataset,5,Global ID,,TRUE,FALSE,FALSE,FALSE,
EDGIS.SupportStructure,Push Brace,METEREDIDC,EDGIS.ElectricDataset,5,Metered Indicator,,FALSE,TRUE,TRUE,TRUE,
EDGIS.SupportStructure,Pole,OBJECTID,EDGIS.ElectricDataset,1,Object ID,,TRUE,FALSE,FALSE,FALSE,
EDGIS.SupportStructure,Pole,SUBTYPECD,EDGIS.ElectricDataset,1,Subtype,,TRUE,TRUE,FALSE,FALSE,1
EDGIS.SupportStructure,Pole,STATUS,EDGIS.ElectricDataset,1,Status,,TRUE,TRUE,FALSE,TRUE,
EDGIS.SupportStructure,Pole,LOCALOFFICEID,EDGIS.ElectricDataset,1,Local Office ID,,TRUE,TRUE,FALSE,TRUE,
EDGIS.SupportStructure,Pole,INSTALLJOBPREFIX,EDGIS.ElectricDataset,1,Job Prefix,,TRUE,TRUE,TRUE,FALSE,PM
EDGIS.SupportStructure,Pole,INSTALLJOBNUMBER,EDGIS.ElectricDataset,1,Job Number,,TRUE,TRUE,FALSE,TRUE,
EDGIS.SupportStructure,Pole,CUSTOMEROWNED,EDGIS.ElectricDataset,1,Customer Owned,,TRUE,TRUE,FALSE,FALSE,N
EDGIS.SupportStructure,Pole,POLEUSE,EDGIS.ElectricDataset,1,Pole Use,,TRUE,TRUE,FALSE,FALSE,
EDGIS.SupportStructure,Pole,MATERIAL,EDGIS.ElectricDataset,1,Material,,TRUE,TRUE,FALSE,FALSE,WOOD
EDGIS.SupportStructure,Pole,JOINTCOUNT,EDGIS.ElectricDataset,1,Joint Count,,TRUE,TRUE,FALSE,FALSE,
EDGIS.SupportStructure,Pole,INSTALLJOBYEAR,EDGIS.ElectricDataset,1,Year Installed,,TRUE,TRUE,TRUE,TRUE,
EDGIS.SupportStructure,Pole,INSTALLATIONDATE,EDGIS.ElectricDataset,1,Date Installed,,TRUE,TRUE,TRUE,TRUE,
EDGIS.SupportStructure,Pole,POLECOUNT,EDGIS.ElectricDataset,1,Pole Count,,FALSE,TRUE,TRUE,FALSE,
EDGIS.SupportStructure,Pole,POLETYPE,EDGIS.ElectricDataset,1,Pole Type,,TRUE,TRUE,TRUE,FALSE,
EDGIS.SupportStructure,Pole,HEIGHT,EDGIS.ElectricDataset,1,Pole Height,,TRUE,TRUE,TRUE,FALSE,
EDGIS.SupportStructure,Pole,CLASS,EDGIS.ElectricDataset,1,Pole Class,,TRUE,TRUE,TRUE,FALSE,
EDGIS.SupportStructure,Pole,MANUFACTURER,EDGIS.ElectricDataset,1,Manufacturer,,FALSE,TRUE,TRUE,FALSE,
EDGIS.SupportStructure,Pole,MANUFACTUREDYEAR,EDGIS.ElectricDataset,1,Manufactured Year,,FALSE,TRUE,TRUE,FALSE,
EDGIS.SupportStructure,Pole,SPECIES,EDGIS.ElectricDataset,1,Species,,FALSE,TRUE,TRUE,FALSE,
EDGIS.SupportStructure,Pole,BARCODE,EDGIS.ElectricDataset,1,Bar Code,,TRUE,TRUE,TRUE,FALSE,
EDGIS.SupportStructure,Pole,POLENUMBER,EDGIS.ElectricDataset,1,Pole Number,,FALSE,TRUE,TRUE,FALSE,
EDGIS.SupportStructure,Pole,FOREIGNATTACHIDC,EDGIS.ElectricDataset,1,Foreign Attachment Indicator,,TRUE,TRUE,TRUE,FALSE,
EDGIS.SupportStructure,Pole,JP_DISTRICT,EDGIS.ElectricDataset,1,Joint Pole District,,FALSE,TRUE,TRUE,FALSE,
EDGIS.SupportStructure,Pole,JPNUMBER,EDGIS.ElectricDataset,1,Joint Pole Number,,TRUE,TRUE,TRUE,FALSE,
EDGIS.SupportStructure,Pole,JPSEQUENCE,EDGIS.ElectricDataset,1,Joint Pole Sequence,,TRUE,TRUE,TRUE,FALSE,
EDGIS.SupportStructure,Pole,JPAGREEMENTDATE,EDGIS.ElectricDataset,1,JP Agreement Date,,TRUE,TRUE,TRUE,FALSE,
EDGIS.SupportStructure,Pole,TRANSMISSIONMILENUMBER,EDGIS.ElectricDataset,1,Transmission Mile Number,,TRUE,TRUE,TRUE,FALSE,
EDGIS.SupportStructure,Pole,TRANSMISSIONSTRUCTNUMBER,EDGIS.ElectricDataset,1,Transmission Structure Number,,TRUE,TRUE,TRUE,FALSE,
EDGIS.SupportStructure,Pole,STATEREGAREA,EDGIS.ElectricDataset,1,State Regulation Area,,FALSE,TRUE,TRUE,FALSE,
EDGIS.SupportStructure,Pole,URBANRURALCODE,EDGIS.ElectricDataset,1,Urban Rural Indicator,,FALSE,TRUE,TRUE,FALSE,
EDGIS.SupportStructure,Pole,MAXVOLTAGELEVEL,EDGIS.ElectricDataset,1,Maximum Voltage Level,,FALSE,TRUE,TRUE,FALSE,
EDGIS.SupportStructure,Pole,VC_NUM,EDGIS.ElectricDataset,1,Vegetation Clearance Number,,FALSE,TRUE,TRUE,FALSE,
EDGIS.SupportStructure,Pole,ORIGINALCIRCUMFERENCE,EDGIS.ElectricDataset,1,Original Circumference,,FALSE,TRUE,TRUE,FALSE,
EDGIS.SupportStructure,Pole,CURRENTCIRCUMFERENCE,EDGIS.ElectricDataset,1,Current Circumference,,FALSE,TRUE,TRUE,FALSE,
EDGIS.SupportStructure,Pole,ORIGINALTREATMENTTYPE,EDGIS.ElectricDataset,1,Original Treatment Type,,FALSE,TRUE,TRUE,FALSE,
EDGIS.SupportStructure,Pole,EXISTINGREINFORCEMENT,EDGIS.ElectricDataset,1,Existing Reinforcement,,FALSE,TRUE,TRUE,FALSE,
EDGIS.SupportStructure,Pole,POLETOPEXTIDC,EDGIS.ElectricDataset,1,Pole Top Extension Indicator,,FALSE,TRUE,TRUE,FALSE,
EDGIS.SupportStructure,Pole,GROUNDEDIDC,EDGIS.ElectricDataset,1,Grounded Indicator,,FALSE,TRUE,TRUE,FALSE,
EDGIS.SupportStructure,Pole,LOCDESC1,EDGIS.ElectricDataset,1,Location Description 1,,TRUE,TRUE,TRUE,FALSE,
EDGIS.SupportStructure,Pole,LOCDESC2,EDGIS.ElectricDataset,1,Location Description 2,,TRUE,TRUE,TRUE,FALSE,
EDGIS.SupportStructure,Pole,LOCDESC3,EDGIS.ElectricDataset,1,Location Description 3,,FALSE,TRUE,TRUE,FALSE,
EDGIS.SupportStructure,Pole,ACCESSINFO,EDGIS.ElectricDataset,1,Access Info,,TRUE,TRUE,TRUE,FALSE,
EDGIS.SupportStructure,Pole,COMMENTS,EDGIS.ElectricDataset,1,Comments,,TRUE,TRUE,TRUE,FALSE,
EDGIS.SupportStructure,Pole,CREATIONUSER,EDGIS.ElectricDataset,1,Creation User,,TRUE,FALSE,TRUE,FALSE,
EDGIS.SupportStructure,Pole,DATECREATED,EDGIS.ElectricDataset,1,Date Created,,TRUE,FALSE,TRUE,FALSE,
EDGIS.SupportStructure,Pole,DATEMODIFIED,EDGIS.ElectricDataset,1,Date Modified,,TRUE,FALSE,TRUE,FALSE,
EDGIS.SupportStructure,Pole,LASTUSER,EDGIS.ElectricDataset,1,Last User,,TRUE,FALSE,TRUE,FALSE,
EDGIS.SupportStructure,Pole,MAPOFFICE,EDGIS.ElectricDataset,1,Map Office,,FALSE,TRUE,TRUE,FALSE,
EDGIS.SupportStructure,Pole,REGION,EDGIS.ElectricDataset,1,Service Area,,FALSE,TRUE,TRUE,FALSE,
EDGIS.SupportStructure,Pole,DIVISION,EDGIS.ElectricDataset,1,Division,,FALSE,TRUE,TRUE,FALSE,
EDGIS.SupportStructure,Pole,DISTRICT,EDGIS.ElectricDataset,1,District,,FALSE,TRUE,TRUE,FALSE,
EDGIS.SupportStructure,Pole,CITY,EDGIS.ElectricDataset,1,City,,FALSE,TRUE,TRUE,FALSE,
EDGIS.SupportStructure,Pole,COUNTY,EDGIS.ElectricDataset,1,County,,FALSE,TRUE,TRUE,FALSE,
EDGIS.SupportStructure,Pole,ZIP,EDGIS.ElectricDataset,1,ZIP Code,,FALSE,TRUE,TRUE,FALSE,
EDGIS.SupportStructure,Pole,GPSLATITUDE,EDGIS.ElectricDataset,1,Latitude,,FALSE,TRUE,TRUE,FALSE,
EDGIS.SupportStructure,Pole,GPSLONGITUDE,EDGIS.ElectricDataset,1,Longitude,,FALSE,TRUE,TRUE,FALSE,
EDGIS.SupportStructure,Pole,GPSSOURCE,EDGIS.ElectricDataset,1,GPS Source,,FALSE,TRUE,TRUE,FALSE,
EDGIS.SupportStructure,Pole,SOURCEACCURACY,EDGIS.ElectricDataset,1,Source Accuracy,,FALSE,TRUE,TRUE,FALSE,
EDGIS.SupportStructure,Pole,SAPEQUIPID,EDGIS.ElectricDataset,1,SAP Equipment ID,,TRUE,FALSE,TRUE,FALSE,
EDGIS.SupportStructure,Pole,CEDSAID,EDGIS.ElectricDataset,1,CEDSA ID,,FALSE,FALSE,TRUE,FALSE,
EDGIS.SupportStructure,Pole,SYMBOLNUMBER,EDGIS.ElectricDataset,1,Symbol Number,,FALSE,FALSE,TRUE,FALSE,
EDGIS.SupportStructure,Pole,SYMBOLROTATION,EDGIS.ElectricDataset,1,Symbol Rotation,,TRUE,TRUE,TRUE,FALSE,
EDGIS.SupportStructure,Pole,DISTMAP,EDGIS.ElectricDataset,1,Distribution Map,,TRUE,TRUE,TRUE,FALSE,
EDGIS.SupportStructure,Pole,OTHERMAP,EDGIS.ElectricDataset,1,Other Map,,FALSE,TRUE,TRUE,FALSE,
EDGIS.SupportStructure,Pole,FUNCTIONALLOCATIONID,EDGIS.ElectricDataset,1,Functional Location ID,,FALSE,FALSE,TRUE,FALSE,
EDGIS.SupportStructure,Pole,RETIREDATE,EDGIS.ElectricDataset,1,Retire Date,,FALSE,TRUE,TRUE,FALSE,
EDGIS.SupportStructure,Pole,FOUNDATIONTYPE,EDGIS.ElectricDataset,1,Foundation Type,,FALSE,TRUE,TRUE,FALSE,
EDGIS.SupportStructure,Pole,GAUGE,EDGIS.ElectricDataset,1,Gauge,,FALSE,TRUE,TRUE,FALSE,
EDGIS.SupportStructure,Pole,PTTDIDC,EDGIS.ElectricDataset,1,PTTDIDC,,FALSE,TRUE,TRUE,FALSE,
EDGIS.SupportStructure,Pole,STRUCTURECODE,EDGIS.ElectricDataset,1,Structure Code,,FALSE,TRUE,TRUE,FALSE,
EDGIS.SupportStructure,Pole,SERIALNUMBER,EDGIS.ElectricDataset,1,Serial Number,,FALSE,TRUE,TRUE,FALSE,
EDGIS.SupportStructure,Pole,LABELTEXT,EDGIS.ElectricDataset,1,Label Text,,FALSE,FALSE,TRUE,FALSE,
EDGIS.SupportStructure,Pole,TEMPEQUIPID,EDGIS.ElectricDataset,1,TEMP Equipment ID,,FALSE,TRUE,TRUE,FALSE,
EDGIS.SupportStructure,Pole,TECHIDENTNO,EDGIS.ElectricDataset,1,TECH Identification Number,,FALSE,TRUE,TRUE,FALSE,
EDGIS.SupportStructure,Pole,CUSTAGREEMENTGUID,EDGIS.ElectricDataset,1,Customer Agreement GUID,,FALSE,FALSE,TRUE,FALSE,
EDGIS.SupportStructure,Pole,DEVICEGROUPGUID,EDGIS.ElectricDataset,1,Device Group GUID,,FALSE,FALSE,TRUE,FALSE,
EDGIS.SupportStructure,Pole,SMARTMETERNETWORKDEVICEOID,EDGIS.ElectricDataset,1,Smart Meter Network Device ID,,FALSE,FALSE,TRUE,FALSE,
EDGIS.SupportStructure,Pole,CONVERSIONID,EDGIS.ElectricDataset,1,Conversion ID,,FALSE,FALSE,TRUE,FALSE,
EDGIS.SupportStructure,Pole,CONVERSIONWORKPACKAGE,EDGIS.ElectricDataset,1,Conversion Work Package,,FALSE,FALSE,TRUE,FALSE,
EDGIS.SupportStructure,Pole,REPLACEGUID,EDGIS.ElectricDataset,1,Replace GUID,,TRUE,TRUE,TRUE,FALSE,
EDGIS.SupportStructure,Pole,STRUCTUREGUID,EDGIS.ElectricDataset,1,Structure GUID,,FALSE,TRUE,TRUE,FALSE,
EDGIS.SupportStructure,Pole,SHAPE,EDGIS.ElectricDataset,1,Shape,,FALSE,TRUE,TRUE,FALSE,
EDGIS.SupportStructure,Pole,GLOBALID,EDGIS.ElectricDataset,1,Global ID,,TRUE,FALSE,FALSE,FALSE,
EDGIS.SupportStructure,Pole,METEREDIDC,EDGIS.ElectricDataset,1,Metered Indicator,,FALSE,TRUE,TRUE,TRUE,
EDGIS.SupportStructure,Tree,OBJECTID,EDGIS.ElectricDataset,6,Object ID,,TRUE,FALSE,FALSE,FALSE,
EDGIS.SupportStructure,Tree,SUBTYPECD,EDGIS.ElectricDataset,6,Subtype,,TRUE,TRUE,FALSE,FALSE,1
EDGIS.SupportStructure,Tree,STATUS,EDGIS.ElectricDataset,6,Status,,TRUE,TRUE,FALSE,TRUE,
EDGIS.SupportStructure,Tree,LOCALOFFICEID,EDGIS.ElectricDataset,6,Local Office ID,,TRUE,TRUE,FALSE,TRUE,
EDGIS.SupportStructure,Tree,INSTALLJOBPREFIX,EDGIS.ElectricDataset,6,Job Prefix,,TRUE,TRUE,TRUE,FALSE,PM
EDGIS.SupportStructure,Tree,INSTALLJOBNUMBER,EDGIS.ElectricDataset,6,Job Number,,TRUE,TRUE,FALSE,TRUE,
EDGIS.SupportStructure,Tree,CUSTOMEROWNED,EDGIS.ElectricDataset,6,Customer Owned,,TRUE,TRUE,FALSE,FALSE,N
EDGIS.SupportStructure,Tree,POLEUSE,EDGIS.ElectricDataset,6,Pole Use,,TRUE,TRUE,FALSE,FALSE,
EDGIS.SupportStructure,Tree,MATERIAL,EDGIS.ElectricDataset,6,Material,,TRUE,TRUE,FALSE,FALSE,WOOD
EDGIS.SupportStructure,Tree,JOINTCOUNT,EDGIS.ElectricDataset,6,Joint Count,,TRUE,TRUE,FALSE,FALSE,
EDGIS.SupportStructure,Tree,INSTALLJOBYEAR,EDGIS.ElectricDataset,6,Year Installed,,TRUE,TRUE,TRUE,TRUE,
EDGIS.SupportStructure,Tree,INSTALLATIONDATE,EDGIS.ElectricDataset,6,Date Installed,,TRUE,TRUE,TRUE,TRUE,
EDGIS.SupportStructure,Tree,POLECOUNT,EDGIS.ElectricDataset,6,Pole Count,,FALSE,TRUE,TRUE,FALSE,0
EDGIS.SupportStructure,Tree,POLETYPE,EDGIS.ElectricDataset,6,Pole Type,,TRUE,TRUE,TRUE,FALSE,
EDGIS.SupportStructure,Tree,HEIGHT,EDGIS.ElectricDataset,6,Pole Height,,FALSE,TRUE,TRUE,FALSE,
EDGIS.SupportStructure,Tree,CLASS,EDGIS.ElectricDataset,6,Pole Class,,FALSE,TRUE,TRUE,FALSE,
EDGIS.SupportStructure,Tree,MANUFACTURER,EDGIS.ElectricDataset,6,Manufacturer,,FALSE,TRUE,TRUE,FALSE,
EDGIS.SupportStructure,Tree,MANUFACTUREDYEAR,EDGIS.ElectricDataset,6,Manufactured Year,,FALSE,TRUE,TRUE,FALSE,
EDGIS.SupportStructure,Tree,SPECIES,EDGIS.ElectricDataset,6,Species,,FALSE,TRUE,TRUE,FALSE,
EDGIS.SupportStructure,Tree,BARCODE,EDGIS.ElectricDataset,6,Bar Code,,FALSE,TRUE,TRUE,FALSE,
EDGIS.SupportStructure,Tree,POLENUMBER,EDGIS.ElectricDataset,6,Pole Number,,FALSE,TRUE,TRUE,FALSE,
EDGIS.SupportStructure,Tree,FOREIGNATTACHIDC,EDGIS.ElectricDataset,6,Foreign Attachment Indicator,,TRUE,TRUE,TRUE,FALSE,
EDGIS.SupportStructure,Tree,JP_DISTRICT,EDGIS.ElectricDataset,6,Joint Pole District,,FALSE,TRUE,TRUE,FALSE,
EDGIS.SupportStructure,Tree,JPNUMBER,EDGIS.ElectricDataset,6,Joint Pole Number,,FALSE,TRUE,TRUE,FALSE,
EDGIS.SupportStructure,Tree,JPSEQUENCE,EDGIS.ElectricDataset,6,Joint Pole Sequence,,FALSE,TRUE,TRUE,FALSE,
EDGIS.SupportStructure,Tree,JPAGREEMENTDATE,EDGIS.ElectricDataset,6,JP Agreement Date,,FALSE,TRUE,TRUE,FALSE,
EDGIS.SupportStructure,Tree,TRANSMISSIONMILENUMBER,EDGIS.ElectricDataset,6,Transmission Mile Number,,FALSE,TRUE,TRUE,FALSE,
EDGIS.SupportStructure,Tree,TRANSMISSIONSTRUCTNUMBER,EDGIS.ElectricDataset,6,Transmission Structure Number,,FALSE,TRUE,TRUE,FALSE,
EDGIS.SupportStructure,Tree,STATEREGAREA,EDGIS.ElectricDataset,6,State Regulation Area,,FALSE,TRUE,TRUE,FALSE,
EDGIS.SupportStructure,Tree,URBANRURALCODE,EDGIS.ElectricDataset,6,Urban Rural Indicator,,FALSE,TRUE,TRUE,FALSE,
